1
1, 300, 200, false, 4
10, 4
0, 3, 0, 0, 0, 4200, 7 , 0, 36, 90, 5, 3, 10, false, false, 0, 0
0, 0, 200, -100, 0, 4200, 5, 0, 1, 45, 6, 1, 0, true, false, 0, 0
0, 0, 0, -150, 0, 4200, 5, 0, 1, 45, 6, 1, 0, true, false, 0, 0
0, 0, -200, -100, 0, 4200, 5, 0, 1, 45, 6, 1, 0, true, false, 0, 0
10, 4
0, 5, 0, 0, 0, 4200, 5, 0, 10, 240, 4, 16, 36, false, true, 2, 0
0, 0, 0, 0, 0, 4200, 5, 0, 51, 240, 4, 16, 17, false, true, 2, 10
0, 2, 0, 0, 9, 4200, 5, 0, 51, 240, 4, 16, 17, false, true, 2, -10
2, 1, 0, 0, 60, 4200, 4, 0, 240, 100, 10, false, 0, 160, 0
8, 7
0, 1, 0, 0, 0, 4200, 5, 0, 1, 15, 5, 1, 4, false, true, 3, 45
0, 1, 0, 0, 0, 4200, 5, 0, 1, 15, 5, 1, 4, false, true, 3, 225
0, 3, 0, 0, 0, 4200, 5, 0, 1, 15, 5, 1, 4, false, true, -3, -45
0, 3, 0, 0, 0, 4200, 5, 0, 1, 15, 5, 1, 4, false, true, -3, -225
0, 5, 0, -150, 0, 4200, 5, 0, 1, 45, 3, 5, 0, true, false, 0, 0
0, 5, -100, -100, 0, 4200, 5, 0, 1, 45, 3, 5, 0, true, false, 0, 0
0, 5, 100, -100, 0, 4200, 5, 0, 1, 45, 3, 5, 0, true, false, 0, 0
10, 3
1, 1, 0, 0, 0, 4200, 2, 3, 18, 480, 5, 5, 20, false, true, 4, 1, 0
1, 3, 0, 0, 240, 4200, 2, -3, 18, 480, 5, 5, 20, false, true, 4, 1, 0
0, 5, 0, 0, 120, 4200, 4, 0, 9, 240, 6, 10, 40, true, false, 0, 0, 0
